File,Meth,FSize,MDepth,MSize,Entropy
book1,AmnesiaCTW,768771,8,262144,2455953
book1,AmnesiaSM1PF,768771,8,262144,1992887
book1,AmnesiaSMUKN,768771,8,262144,1996362
book1,AmnesiaPPMDP,768771,8,262144,1963503
book1,AmnesiaPPMDPFull,768771,8,262144,2138079
book1,HashCTW,768771,8,524288,2050273
book1,HashSM1PF,768771,8,524288,1986974
book1,HashSMUKN,768771,8,524288,2074222
book1,HashPPMDP,768771,8,524288,1975074
book1,HashPPMDPFull,768771,8,524288,2187133
book1,FNVHashCTW,768771,8,524288,2034121
book1,FNVHashSM1PF,768771,8,524288,1984344
book1,FNVHashSMUKN,768771,8,524288,2072408
book1,FNVHashPPMDP,768771,8,524288,1972239
book1,FNVHashPPMDPFull,768771,8,524288,2186987
book1,AmnesiaCTW,768771,8,524288,2270221
book1,AmnesiaSM1PF,768771,8,524288,1859922
book1,AmnesiaSMUKN,768771,8,524288,1867371
book1,AmnesiaPPMDP,768771,8,524288,1831849
book1,AmnesiaPPMDPFull,768771,8,524288,2010904
book1,HashCTW,768771,8,1048576,2045219
book1,HashSM1PF,768771,8,1048576,1867559
book1,HashSMUKN,768771,8,1048576,1921965
book1,HashPPMDP,768771,8,1048576,1855638
book1,HashPPMDPFull,768771,8,1048576,2054219
book1,FNVHashCTW,768771,8,1048576,2029182
book1,FNVHashSM1PF,768771,8,1048576,1863507
book1,FNVHashSMUKN,768771,8,1048576,1918261
book1,FNVHashPPMDP,768771,8,1048576,1851078
book1,FNVHashPPMDPFull,768771,8,1048576,2051515
book1,AmnesiaCTW,768771,8,1048576,2107879
book1,AmnesiaSM1PF,768771,8,1048576,1752221
book1,AmnesiaSMUKN,768771,8,1048576,1763487
book1,AmnesiaPPMDP,768771,8,1048576,1727553
book1,AmnesiaPPMDPFull,768771,8,1048576,1899743
book2,CTW,610856,8,855072,1525406
book2,SM1PF,610856,8,855072,1131648
book2,SMUKN,610856,8,855072,1132957
book2,PPMDP,610856,8,855072,1113061
book2,PPMDPFull,610856,8,855072,1264685
book2,HashCTW,610856,8,128,2694059
book2,HashSM1PF,610856,8,128,2870062
book2,HashSMUKN,610856,8,128,2930081
book2,HashPPMDP,610856,8,128,2930518
book2,HashPPMDPFull,610856,8,128,2966586
book2,FNVHashCTW,610856,8,128,2737022
book2,FNVHashSM1PF,610856,8,128,2873338
book2,FNVHashSMUKN,610856,8,128,2931375
book2,FNVHashPPMDP,610856,8,128,2932437
book2,FNVHashPPMDPFull,610856,8,128,2968138
book2,AmnesiaCTW,610856,8,128,4333675
book2,AmnesiaSM1PF,610856,8,128,5612560
book2,AmnesiaSMUKN,610856,8,128,5611376
book2,AmnesiaPPMDP,610856,8,128,4449591
book2,AmnesiaPPMDPFull,610856,8,128,4455484
book2,HashCTW,610856,8,256,2605725
book2,HashSM1PF,610856,8,256,2861628
book2,HashSMUKN,610856,8,256,2931177
book2,HashPPMDP,610856,8,256,2932319
book2,HashPPMDPFull,610856,8,256,2990000
book2,FNVHashCTW,610856,8,256,2598987
book2,FNVHashSM1PF,610856,8,256,2860788
book2,FNVHashSMUKN,610856,8,256,2932951
book2,FNVHashPPMDP,610856,8,256,2934578
book2,FNVHashPPMDPFull,610856,8,256,2995923
book2,AmnesiaCTW,610856,8,256,3981088
book2,AmnesiaSM1PF,610856,8,256,4795123
book2,AmnesiaSMUKN,610856,8,256,4794543
book2,AmnesiaPPMDP,610856,8,256,4024283
book2,AmnesiaPPMDPFull,610856,8,256,4034982
book2,HashCTW,610856,8,512,2518122
book2,HashSM1PF,610856,8,512,2871983
book2,HashSMUKN,610856,8,512,2927851
book2,HashPPMDP,610856,8,512,2924808
book2,HashPPMDPFull,610856,8,512,3021483
book2,FNVHashCTW,610856,8,512,2516856
book2,FNVHashSM1PF,610856,8,512,2873148
book2,FNVHashSMUKN,610856,8,512,2929686
book2,FNVHashPPMDP,610856,8,512,2926972
book2,FNVHashPPMDPFull,610856,8,512,3024822
book2,AmnesiaCTW,610856,8,512,3627948
book2,AmnesiaSM1PF,610856,8,512,4025646
book2,AmnesiaSMUKN,610856,8,512,4027089
book2,AmnesiaPPMDP,610856,8,512,3581216
book2,AmnesiaPPMDPFull,610856,8,512,3602087
book2,HashCTW,610856,8,1024,2393646
book2,HashSM1PF,610856,8,1024,2847723
book2,HashSMUKN,610856,8,1024,2913715
book2,HashPPMDP,610856,8,1024,2897411
book2,HashPPMDPFull,610856,8,1024,3055915
book2,FNVHashCTW,610856,8,1024,2402937
book2,FNVHashSM1PF,610856,8,1024,2845619
book2,FNVHashSMUKN,610856,8,1024,2915930
book2,FNVHashPPMDP,610856,8,1024,2899349
book2,FNVHashPPMDPFull,610856,8,1024,3059525
book2,AmnesiaCTW,610856,8,1024,3315712
book2,AmnesiaSM1PF,610856,8,1024,3365520
book2,AmnesiaSMUKN,610856,8,1024,3370703
book2,AmnesiaPPMDP,610856,8,1024,3144504
book2,AmnesiaPPMDPFull,610856,8,1024,3181257
book2,HashCTW,610856,8,2048,2261095
book2,HashSM1PF,610856,8,2048,2773888
book2,HashSMUKN,610856,8,2048,2882136
book2,HashPPMDP,610856,8,2048,2840171
book2,HashPPMDPFull,610856,8,2048,3077298
book2,FNVHashCTW,610856,8,2048,2229247
book2,FNVHashSM1PF,610856,8,2048,2769207
book2,FNVHashSMUKN,610856,8,2048,2882862
book2,FNVHashPPMDP,610856,8,2048,2840506
book2,FNVHashPPMDPFull,610856,8,2048,3080803
book2,AmnesiaCTW,610856,8,2048,3097588
book2,AmnesiaSM1PF,610856,8,2048,2860456
book2,AmnesiaSMUKN,610856,8,2048,2866933
book2,AmnesiaPPMDP,610856,8,2048,2759192
book2,AmnesiaPPMDPFull,610856,8,2048,2815805
book2,HashCTW,610856,8,4096,2124518
book2,HashSM1PF,610856,8,4096,2652943
book2,HashSMUKN,610856,8,4096,2819785
book2,HashPPMDP,610856,8,4096,2738475
book2,HashPPMDPFull,610856,8,4096,3048386
book2,FNVHashCTW,610856,8,4096,2094657
book2,FNVHashSM1PF,610856,8,4096,2651292
book2,FNVHashSMUKN,610856,8,4096,2818306
book2,FNVHashPPMDP,610856,8,4096,2736183
book2,FNVHashPPMDPFull,610856,8,4096,3046993
book2,AmnesiaCTW,610856,8,4096,2944068
book2,AmnesiaSM1PF,610856,8,4096,2470244
book2,AmnesiaSMUKN,610856,8,4096,2474429
book2,AmnesiaPPMDP,610856,8,4096,2423454
book2,AmnesiaPPMDPFull,610856,8,4096,2505322
book2,HashCTW,610856,8,8192,1962713
book2,HashSM1PF,610856,8,8192,2482401
book2,HashSMUKN,610856,8,8192,2702462
book2,HashPPMDP,610856,8,8192,2572468
book2,HashPPMDPFull,610856,8,8192,2927775
book2,FNVHashCTW,610856,8,8192,1948347
book2,FNVHashSM1PF,610856,8,8192,2481654
book2,FNVHashSMUKN,610856,8,8192,2703618
book2,FNVHashPPMDP,610856,8,8192,2572831
book2,FNVHashPPMDPFull,610856,8,8192,2929578
book2,AmnesiaCTW,610856,8,8192,2768997
