File,Meth,Depth,Entropy
trans,Hash128,1,328409.2
trans,Hash128,2,353743.8
trans,Hash128,3,380735.1
trans,Hash128,4,405779.1
trans,Hash128,5,421731.1
trans,Hash128,6,430404.4
trans,Hash128,7,457114.2
trans,Hash128,8,459317.2
trans,Hash128,9,471993
trans,Hash256,1,328409.2
trans,Hash256,2,337623.6
trans,Hash256,3,357676.1
trans,Hash256,4,373514.7
trans,Hash256,5,395279.1
trans,Hash256,6,394613.5
trans,Hash256,7,406548.4
trans,Hash256,8,425245
trans,Hash256,9,431603.4
trans,Hash512,1,328409.2
trans,Hash512,2,310045.1
trans,Hash512,3,326078.4
trans,Hash512,4,345417.8
trans,Hash512,5,355060.7
trans,Hash512,6,364781.5
trans,Hash512,7,373111.3
trans,Hash512,8,382364.7
trans,Hash512,9,396777.9
trans,Hash1024,1,328285.3
trans,Hash1024,2,289718.6
trans,Hash1024,3,298226.6
trans,Hash1024,4,313141
trans,Hash1024,5,325256.5
trans,Hash1024,6,334974
trans,Hash1024,7,344141.3
trans,Hash1024,8,351501.2
trans,Hash1024,9,358448.3
trans,Hash2048,1,328285.3
trans,Hash2048,2,275539.4
trans,Hash2048,3,274464.1
trans,Hash2048,4,286854
trans,Hash2048,5,299607.6
trans,Hash2048,6,307683.6
trans,Hash2048,7,316169.4
trans,Hash2048,8,320945.9
trans,Hash2048,9,328337.6
trans,Hash4096,1,328285.3
trans,Hash4096,2,270408.5
trans,Hash4096,3,260794.4
trans,Hash4096,4,266820.9
trans,Hash4096,5,275828.7
trans,Hash4096,6,283737.6
trans,Hash4096,7,290836
trans,Hash4096,8,297021.6
trans,Hash4096,9,303530.4
trans,Hash8192,1,328285.3
trans,Hash8192,2,265756.3
trans,Hash8192,3,252663.8
trans,Hash8192,4,254678.3
trans,Hash8192,5,259555.7
trans,Hash8192,6,265644.3
trans,Hash8192,7,270924.3
trans,Hash8192,8,276312.7
trans,Hash8192,9,281057.7
trans,Hash16384,1,328285.3
trans,Hash16384,2,263015.5
trans,Hash16384,3,248030.9
trans,Hash16384,4,247455.7
trans,Hash16384,5,249471.7
trans,Hash16384,6,251995.3
trans,Hash16384,7,255509.9
trans,Hash16384,8,259513
trans,Hash16384,9,262550.7
trans,Hash32768,1,328285.3
trans,Hash32768,2,263015.5
trans,Hash32768,3,245972.4
trans,Hash32768,4,244606.4
trans,Hash32768,5,244952.2
trans,Hash32768,6,246077.5
trans,Hash32768,7,247506.3
trans,Hash32768,8,249756.2
trans,Hash32768,9,251627.5
trans,Hash65536,1,328285.3
trans,Hash65536,2,263015.5
trans,Hash65536,3,244892.7
trans,Hash65536,4,242685
trans,Hash65536,5,242176.4
trans,Hash65536,6,242631.9
trans,Hash65536,7,243279.8
trans,Hash65536,8,244114.7
trans,Hash65536,9,245034.9
trans,Hash131072,1,328285.3
trans,Hash131072,2,263015.5
trans,Hash131072,3,244079.6
trans,Hash131072,4,241662.7
trans,Hash131072,5,241065
trans,Hash131072,6,241115.2
trans,Hash131072,7,241350
trans,Hash131072,8,241849.8
trans,Hash131072,9,242151.8
trans,Hash262144,1,328285.3
trans,Hash262144,2,263015.5
trans,Hash262144,3,243897
trans,Hash262144,4,241184.5
trans,Hash262144,5,240408.4
trans,Hash262144,6,240459.5
trans,Hash262144,7,240501.3
trans,Hash262144,8,240796.4
trans,Hash262144,9,240886.5
trans,Hash524288,1,328285.3
trans,Hash524288,2,263015.5
trans,Hash524288,3,243722.9
trans,Hash524288,4,240968.4
trans,Hash524288,5,240129.6
trans,Hash524288,6,240028.4
trans,Hash524288,7,240040
trans,Hash524288,8,240115.3
trans,Hash524288,9,240191.9
book2,CTW,1,2298987
book2,CTW,2,1841083
book2,CTW,3,1600137
book2,CTW,4,1549469
book2,CTW,5,1543524
book2,CTW,6,1543342
book2,CTW,7,1542801
book2,CTW,8,1542757
geo,CTW,1,496764.5
geo,CTW,2,500324.6
geo,CTW,3,522353.2
geo,CTW,4,507323.6
geo,CTW,5,507459.7
geo,CTW,6,507467.5
geo,CTW,7,507436.2
geo,CTW,8,507435.7
news,CTW,1,1568498
news,CTW,2,1313125
news,CTW,3,1214733
news,CTW,4,1201447
news,CTW,5,1200342
news,CTW,6,1200105
news,CTW,7,1199980
news,CTW,8,1199985
obj1,CTW,1,100049
obj1,CTW,2,95542.72
obj1,CTW,3,94411.27
obj1,CTW,4,94287.06
obj1,CTW,5,94142.19
obj1,CTW,6,94105.65
obj1,CTW,7,94065.09
obj1,CTW,8,94055.67
obj2,CTW,1,1002345
obj2,CTW,2,860988.5
obj2,CTW,3,827381.4
obj2,CTW,4,814010.2
obj2,CTW,5,812880.6
obj2,CTW,6,811759.3
obj2,CTW,7,812861.5
obj2,CTW,8,812419.3
paper1,CTW,1,205481.4
paper1,CTW,2,179015.1
paper1,CTW,3,174495.8
paper1,CTW,4,174184.5
paper1,CTW,5,174250
paper1,CTW,6,174271.9
paper1,CTW,7,174255.3
paper1,CTW,8,174251.8
paper2,CTW,1,300982.6
paper2,CTW,2,259454.2
paper2,CTW,3,248345
paper2,CTW,4,247650.7
paper2,CTW,5,247743.3
paper2,CTW,6,247764
paper2,CTW,7,247774.7
paper2,CTW,8,247779.1
paper3,CTW,1,175677.8
paper3,CTW,2,160970.1
paper3,CTW,3,158175.4
paper3,CTW,4,158215.2
paper3,CTW,5,158379.6
paper3,CTW,6,158409.5
paper3,CTW,7,158399.3
paper3,CTW,8,158393.4
paper4,CTW,1,52797.9
paper4,CTW,2,51200.58
paper4,CTW,3,51097.01
paper4,CTW,4,51102.32
paper4,CTW,5,51100.87
paper4,CTW,6,51107.26
paper4,CTW,7,51106.87
paper4,CTW,8,51109.99
paper5,CTW,1,50165.66
paper5,CTW,2,49223.06
paper5,CTW,3,49179.3
paper5,CTW,4,49169.93
paper5,CTW,5,49174.69
paper5,CTW,6,49170.72
paper5,CTW,7,49173.56
paper5,CTW,8,49176.33
paper6,CTW,1,149240.6
paper6,CTW,2,133134.6
paper6,CTW,3,130668.6
paper6,CTW,4,130682.5
paper6,CTW,5,130732.2
paper6,CTW,6,130738.4
paper6,CTW,7,130734.1
paper6,CTW,8,130739.7
pic,CTW,1,634990.6
pic,CTW,2,615758.3
pic,CTW,3,594565.8
pic,CTW,4,589161.7
pic,CTW,5,577034.5
pic,CTW,6,574452.3
pic,CTW,7,568065.4
pic,CTW,8,566398.2
progc,CTW,1,155362.3
progc,CTW,2,136986.9
progc,CTW,3,134466.5
progc,CTW,4,134069.2
progc,CTW,5,134040.6
progc,CTW,6,134056.7
progc,CTW,7,134061.9
progc,CTW,8,134068.7
progl,CTW,1,239104.2
progl,CTW,2,198442.1
progl,CTW,3,188048
progl,CTW,4,186542.1
progl,CTW,5,186099.7
progl,CTW,6,185871.8
progl,CTW,7,185722
progl,CTW,8,185714.3
progp,CTW,1,169173.2
progp,CTW,2,135582.4
progp,CTW,3,127389.4
progp,CTW,4,126784.4
progp,CTW,5,126565.5
progp,CTW,6,126485.6
progp,CTW,7,126519.9
progp,CTW,8,126515.6
trans,CTW,1,328285.3
trans,CTW,2,260836.6
trans,CTW,3,242450.1
trans,CTW,4,239618.9
trans,CTW,5,238767.4
trans,CTW,6,238656.4
trans,CTW,7,238600.7
trans,CTW,8,238605
